# Generated with fmode and g2mode from TF, random seed 1653918450. Sampling rate 8186.417148415001. 
#  Time, h, rshock, pns mass, pns radius
1.049998001921181867e-02	-5.906853594376965935e-04	1.650000000000000000e+02	1.233188698134786376e+00	7.314700499999999295e+01
1.062213357941655528e-02	-5.129475217597567445e-04	1.650000000000000000e+02	1.235076407936134935e+00	7.314700499999999295e+01
1.074428713962129189e-02	-4.763083440388967576e-04	1.650000000000000000e+02	1.236964117737483493e+00	7.314700499999999295e+01
1.086644069982603024e-02	-3.787507869701010822e-04	1.650000000000000000e+02	1.238851827538832051e+00	7.314700499999999295e+01
1.098859426003076685e-02	-2.049057615733830150e-04	1.650000000000000000e+02	1.240739537340180609e+00	7.314700499999999295e+01
1.111074782023550346e-02	-2.813417611003101110e-04	1.650000000000000000e+02	1.242445519461975234e+00	7.314700499999999295e+01
1.123290138044024007e-02	-2.313627687791485344e-04	1.650000000000000000e+02	1.244127379927767452e+00	7.314700499999999295e+01
1.135505494064497668e-02	-7.898349516404802855e-05	1.650000000000000000e+02	1.245809240393559891e+00	7.314700499999999295e+01
1.147720850084971503e-02	-3.407404060105230386e-06	1.650000000000000000e+02	1.247491100859352331e+00	7.314700499999999295e+01
1.159936206105445164e-02	-2.306542066416360172e-04	1.650000000000000000e+02	1.249070676521265577e+00	7.314700499999999295e+01
1.172151562125918825e-02	-6.656626786934985614e-05	1.650000000000000000e+02	1.250619927079504645e+00	7.314700499999999295e+01
1.184366918146392486e-02	7.598618468686428776e-06	1.650000000000000000e+02	1.252169177637743935e+00	7.314700499999999295e+01
1.196582274166866147e-02	7.793283812658027593e-05	1.650000000000000000e+02	1.253718428195983003e+00	7.314700499999999295e+01
1.208797630187339808e-02	4.139795168400689946e-05	1.650000000000000000e+02	1.256635549667170837e+00	7.348164433562187980e+01
1.221012986207813643e-02	2.426249134500175637e-05	1.650000000000000000e+02	1.260249563795636796e+00	7.398677322082316721e+01
1.233228342228287304e-02	6.401050402618331720e-05	1.650000000000000000e+02	1.263863577924102755e+00	7.449190210602442619e+01
1.245443698248760965e-02	2.799157453819569550e-06	1.650000000000000000e+02	1.267477592052568713e+00	7.499703099122569938e+01
1.257659054269234626e-02	-9.855460693255176162e-05	1.650000000000000000e+02	1.269949421862853312e+00	7.522260249999999360e+01
1.269874410289708461e-02	-7.105694278662469420e-05	1.650000000000000000e+02	1.271499636785907050e+00	7.522260249999999360e+01
1.282089766310182122e-02	-2.786520446741471411e-04	1.650000000000000000e+02	1.273049851708960567e+00	7.522260249999999360e+01
1.294305122330655783e-02	-1.697018882543873005e-04	1.650000000000000000e+02	1.274600066632014306e+00	7.522260249999999360e+01
1.306520478351129444e-02	-1.646716190074198893e-04	1.650000000000000000e+02	1.276021436181273616e+00	7.522260249999999360e+01
1.318735834371603105e-02	-2.902772097706938430e-04	1.650000000000000000e+02	1.277333297997820472e+00	7.522260249999999360e+01
1.330951190392076766e-02	-3.961377933717676611e-04	1.650000000000000000e+02	1.278645159814367327e+00	7.522260249999999360e+01
1.343166546412550427e-02	-4.613003423343661411e-04	1.650000000000000000e+02	1.279957021630913960e+00	7.522260249999999360e+01
1.355381902433024262e-02	-6.463808755513787956e-04	1.650000000000000000e+02	1.282166268097195250e+00	7.544413604306848242e+01
1.367597258453497923e-02	-7.200891584320951713e-04	1.650000000000000000e+02	1.285586218702133188e+00	7.596455098278626394e+01
1.379812614473971584e-02	-7.838941373470312496e-04	1.650000000000000000e+02	1.289006169307070904e+00	7.648496592250403125e+01
1.392027970494445245e-02	-6.104527479426182564e-04	1.650000000000000000e+02	1.292426119912008398e+00	7.700538086222181278e+01
1.404243326514919080e-02	-6.969006912589021958e-04	1.650000000000000000e+02	1.295102247596515488e+00	7.735709749999999474e+01
1.416458682535392741e-02	-5.560361871871327515e-04	1.650000000000000000e+02	1.296227589685266857e+00	7.735709749999999474e+01
1.428674038555866402e-02	-6.823593859565146901e-04	1.650000000000000000e+02	1.297352931774018447e+00	7.735709749999999474e+01
1.440889394576340063e-02	-7.446901440345520809e-04	1.650000000000000000e+02	1.298478273862770260e+00	7.735709749999999474e+01
1.453104750596813724e-02	-7.869664229250921371e-04	1.650000000000000000e+02	1.299625957799621201e+00	7.735709749999999474e+01
1.465320106617287385e-02	-8.593596541660293662e-04	1.650000000000000000e+02	1.300850656064454824e+00	7.735709749999999474e+01
1.477535462637761046e-02	-8.494661838319755767e-04	1.650000000000000000e+02	1.302075354329288448e+00	7.735709749999999474e+01
1.489750818658234881e-02	-7.530877756076945467e-04	1.650000000000000000e+02	1.303300052594122294e+00	7.735709749999999474e+01
1.501966174678708542e-02	-7.769860369708490345e-04	1.650000000000000000e+02	1.304518216376299833e+00	7.735709749999999474e+01
1.514181530699182203e-02	-7.450490658765517330e-04	1.650000000000000000e+02	1.305686971416496256e+00	7.735709749999999474e+01
1.526396886719656038e-02	-7.422836845731258827e-04	1.650000000000000000e+02	1.306855726456692901e+00	7.735709749999999474e+01
1.538612242740129699e-02	-5.376316559302754842e-04	1.650000000000000000e+02	1.308024481496889324e+00	7.735709749999999474e+01
1.550827598760603360e-02	-6.086150205185017871e-04	1.650000000000000000e+02	1.309193242903766929e+00	7.735709749999999474e+01
1.563042954781077021e-02	-5.944095648992553643e-04	1.650000000000000000e+02	1.310362689466636477e+00	7.735709749999999474e+01
1.575258310801550682e-02	-4.136405852574982301e-04	1.650000000000000000e+02	1.311532136029506024e+00	7.735709749999999474e+01
1.587473666822024343e-02	-1.432990718045737866e-04	1.650000000000000000e+02	1.312701582592375571e+00	7.735709749999999474e+01
1.599689022842498004e-02	-1.920198934653349462e-05	1.650000000000000000e+02	1.313871029155245118e+00	7.735709749999999474e+01
1.611904378862971665e-02	9.878451404206376547e-05	1.650000000000000000e+02	1.315027922468334998e+00	7.735709749999999474e+01
1.624119734883445326e-02	3.190154763585662748e-04	1.650000000000000000e+02	1.316183573647602634e+00	7.735709749999999474e+01
1.636335090903918987e-02	5.176313696017039020e-04	1.650000000000000000e+02	1.317339224826870270e+00	7.735709749999999474e+01
1.648550446924392648e-02	5.769280585552486384e-04	1.650000000000000000e+02	1.318494876006138128e+00	7.735709749999999474e+01
1.660765802944866656e-02	7.193761594932663369e-04	1.650000000000000000e+02	1.319497002764377536e+00	7.735709749999999474e+01
1.672981158965340318e-02	7.918458652072542627e-04	1.650000000000000000e+02	1.320459233720790992e+00	7.735709749999999474e+01
1.685196514985813979e-02	9.915918993051520483e-04	1.650000000000000000e+02	1.321421464677204671e+00	7.735709749999999474e+01
1.697411871006287640e-02	1.290571683620927784e-03	1.650000000000000000e+02	1.322383695633618350e+00	7.735709749999999474e+01
1.709627227026761301e-02	1.513295471757965163e-03	1.650000000000000000e+02	1.323367413933927539e+00	7.735709749999999474e+01
1.721842583047234962e-02	1.767349343699901746e-03	1.650000000000000000e+02	1.324360781932909736e+00	7.735709749999999474e+01
1.734057939067708623e-02	2.238622629813841712e-03	1.650000000000000000e+02	1.325354149931891934e+00	7.735709749999999474e+01
1.746273295088182284e-02	2.384666957141322492e-03	1.650000000000000000e+02	1.326347517930873909e+00	7.735709749999999474e+01
1.758488651108656292e-02	2.462121900737435868e-03	1.650000000000000000e+02	1.327261096707090360e+00	7.735709749999999474e+01
1.770704007129129953e-02	2.610158581325597912e-03	1.650000000000000000e+02	1.328116421716568629e+00	7.735709749999999474e+01
